categoryId,title,description,coverUrl,videoUrl,difficulty,duration,teacherType,enrollmentCount,hotScore,isFeatured,status
2,科研诚信基本概念与规范,本课程系统讲解科研诚信的核心概念，包括科学研究定义、学术共同体内涵及科研诚信基本价值观。重点阐述诚实学习与诚实科研的具体要求，涵盖独立完成作业、真实记录实验数据、规范成果发表等关键环节，帮助高校教师掌握科研活动中的基本伦理规范与操作准则。,/covers/110_bee598a9.jpg,/videos/110_bee598a9.mp4,1,11,1,148,89.14,1,1
2,科研诚信案例教学：施一公的学术追求,本课程以施一公教授为案例，探讨高校教师在科研活动中如何坚守初心、追求真理。通过分析其从海外归国到推动清华大学生命科学发展的历程，强调科研诚信、学术责任与家国情怀的重要性，引导教师树立正确的科研价值观，在个人奋斗中融入“大我”意识。,/covers/111_bef81f92.jpg,/videos/111_bef81f92.mp4,2,16,1,177,98.96,1,1
2,学术不端行为定义与类型解析,本课程系统讲解学术不端行为的定义与主要类型，包括剽窃、伪造、篡改、不当署名等具体表现形式。通过案例分析帮助高校教师识别科研活动中的违规行为，强化科研诚信意识，规范学术实践，提升科研道德素养。,/covers/112_4a9f8fb5.jpg,/videos/112_4a9f8fb5.mp4,1,13,1,153,90.39,1,1
2,科研诚信规范与失范行为识别,本课程系统讲解科研诚信的基本规范，重点分析科研不端行为的认定标准，包括捏造数据、篡改成果、不当署名等具体情形。同时探讨团队协作中的诚信要求与审稿专家的伦理责任，帮助高校教师识别科研风险，强化诚信意识，规范科研实践。,/covers/113_a23ccef3.jpg,/videos/113_a23ccef3.mp4,1,12,1,161,93.18,1,1
2,科研诚信预防与惩处机制,本课程聚焦高校科研诚信教育，涵盖学术规范教育、政策法规约束两大预防手段，以及批评教育、取消资格、撤销学位等惩处方法。详细介绍了中国知网检测系统、同行评议等学术不端检测机制，并解析了《科学技术进步法》等国家层面法规，帮助教师全面理解科研诚信管理体系，提升自律意识与规范实践能力。,/covers/114_8ad73f05.jpg,/videos/114_8ad73f05.mp4,2,11,1,146,89.65,1,1
2,科研论文署名规范与责任,本课程基于ICMJE推荐规范，系统讲解科研论文作者署名的四项核心标准与责任要求。内容涵盖作者资格认定、署名伦理、贡献披露及致谢规范，帮助高校教师明确署名权责，识别学术不端风险，提升科研诚信意识与规范实践能力。,/covers/115_3ce1f2ff.jpg,/videos/115_3ce1f2ff.mp4,1,15,1,169,95.39,1,1
2,科研诚信：期刊选择与投稿规范,本课程针对高校教师在科研论文发表过程中的期刊选择问题，详细讲解如何根据期刊目标范围、文章类型要求和影响因子等因素，科学选择投稿期刊，避免因期刊不匹配导致的退稿风险，提升科研成果发表效率与规范性。,/covers/116_52af2a13.jpg,/videos/116_52af2a13.mp4,2,14,1,166,95.7,1,1
2,科研投稿材料准备与规范,本课程针对高校教师在科研投稿过程中的材料准备要求，详细讲解稿件格式、投稿信撰写、利益冲突声明、版权协议等关键材料的规范准备方法。帮助教师避免因材料不全或不符合要求导致的投稿中断，提升科研投稿效率与规范性。,/covers/117_90162d08.jpg,/videos/117_90162d08.mp4,1,9,1,155,91.87,1,1
2,在线投稿流程与科研诚信要点,本课程详细讲解在线投稿系统的具体操作流程，包括EES、ScholarOne等主流平台的使用方法，重点强调投稿过程中的科研诚信要求，如作者署名规范、数据真实性确认和避免学术不端行为，帮助高校教师掌握规范的论文投稿实践。,/covers/118_76854de9.jpg,/videos/118_76854de9.mp4,1,12,1,171,96.63,1,1
2,科研诚信：一稿多投与重复发表防范,本课程针对高校教师在论文发表过程中常见的学术不端行为，重点讲解一稿多投和重复发表的定义、表现形式及严重后果。通过案例分析，帮助教师识别并避免这些违规行为，提升科研诚信意识，维护学术声誉和期刊公信力。课程强调遵守投稿规范、尊重版权和学术伦理的重要性。,/covers/119_94ba23c2.jpg,/videos/119_94ba23c2.mp4,1,9,1,152,90.95,1,1
2,科研诚信与同行评议机制,本课程介绍科研诚信中的同行评议机制，涵盖单盲、双盲和公开评议等类型，详细讲解论文提交、评审流程及评审意见处理。帮助高校教师理解学术评价体系，提升科研诚信意识，规范学术发表行为。,/covers/120_8360a090.jpg,/videos/120_8360a090.mp4,1,14,1,177,98.12,1,1
2,科研伦理与纽伦堡准则,本课程以二战期间纳粹医生的人体实验为案例，介绍科研伦理的重要性与历史背景。重点讲解纽伦堡审判及其确立的科研伦理基本原则，包括自行同意、善行、不伤害和公平原则，帮助高校教师理解科研活动中应遵循的行为准则与规范，提升科研诚信意识。,/covers/121_f0739410.jpg,/videos/121_f0739410.mp4,1,15,1,155,90.78,1,1
2,人体生物医学研究伦理准则,本课程围绕高校教师科研活动中涉及人体生物医学研究的伦理规范展开，重点讲解人体受试者分类、研究类型划分及六项核心伦理原则。通过案例分析帮助教师识别科研伦理风险，掌握知情同意、风险控制等关键环节的操作要求，提升科研诚信意识与伦理实践能力。,/covers/122_28a3d6b0.jpg,/videos/122_28a3d6b0.mp4,2,17,1,164,94.47,1,1
2,科研伦理审查流程与规范,本课程系统讲解涉及人体研究的伦理审查要求与流程，涵盖伦理委员会职责、审查类型、申请材料准备及跟踪检查等关键环节。帮助高校科研人员理解并遵守国内外伦理规范，确保研究合法合规，保护受试者权益，促进科研诚信建设。,/covers/123_d0331f01.jpg,/videos/123_d0331f01.mp4,2,16,1,165,95.07,1,1
2,科研诚信：知情同意伦理标准,本课程围绕高校科研中知情同意的伦理标准展开，详细讲解完全告知、充分理解、自主决定三大要素。通过分析知情同意书模板，说明研究者应向受试者提供的研究背景、流程、风险、费用及保密措施等信息，强调受试者自愿参与和退出的权利，帮助高校教师掌握人体实验中的伦理规范与科研诚信要求。,/covers/124_4a3238d1.jpg,/videos/124_4a3238d1.mp4,1,12,1,151,90.04,1,1
2,临床实验透明化与科研诚信,本课程以临床实验透明化为切入点，探讨科研诚信的重要性。通过分析美国FDA注册数据与发表论文的差异案例，揭示选择性报告、数据篡改等行为导致的偏倚问题。课程介绍临床实验透明化的内涵，包括实验注册、结果报告和原始数据共享，旨在帮助高校教师理解科研伦理准则，提升临床科研质量与结果可靠性。,/covers/125_71d0e2b4.jpg,/videos/125_71d0e2b4.mp4,2,13,1,157,93.02,1,1
2,临床实验透明化与科研诚信,本课程聚焦临床实验透明化要求，涵盖实验注册、无偏报告和原始数据共享三大核心环节。详细讲解CONSORT、STROBE等国际报告指南的应用，强调科研人员对成果完整性和准确性的责任，避免选择性发表。课程旨在提升高校教师在医学研究中的诚信意识和规范实践能力。,/covers/126_efa51e26.jpg,/videos/126_efa51e26.mp4,2,12,1,156,92.81,1,1
2,动物实验伦理与科研诚信,本课程以动物实验伦理为切入点，探讨科研诚信在生命科学研究中的实践。通过回顾动物实验历史发展，分析科学进步与伦理责任的平衡，重点讲解动物福利五原则和人道使用三R原则，帮助高校教师理解科研活动中伦理规范的重要性，提升科研诚信意识。,/covers/127_a5c3d33a.jpg,/videos/127_a5c3d33a.mp4,1,16,1,160,92.21,1,1
2,科研诚信中的利益冲突管理,本课程聚焦高校科研活动中的利益冲突问题，系统讲解利益冲突的定义、类型及其对科研伦理的影响。通过案例分析，帮助教师识别显性与隐性利益冲突，掌握利益冲突披露规范，提升科研诚信意识与风险防范能力，促进健康相关研究的伦理实践。,/covers/128_bd0791aa.jpg,/videos/128_bd0791aa.mp4,2,18,1,167,95.36,1,1
2,科研诚信与数据规范导论,本课程聚焦高校教师科研活动中的学术诚信与数据规范，涵盖科学数据定义、原始数据与衍生数据管理、科研第四范式等内容。通过讲解《科学数据管理办法》等政策，帮助教师理解数据密集型时代的科研伦理要求，培养客观、严谨、诚信的科研行为规范，提升科研数据管理与学术诚信实践能力。,/covers/129_303b702c.jpg,/videos/129_303b702c.mp4,1,13,1,159,92.47,1,1
2,科学数据规范与生命周期管理,本课程以生物医药和医学技术领域为例，系统讲解科学数据生命周期中的规范要求。涵盖小科学研究的数据采集、记录、保存、使用与销毁，以及大科学研究的数据汇交、成草、共享、利用与销毁各环节。重点介绍人类遗传资源等特殊数据的合法采集规范，强调遵循《中华人民共和国人类遗传资源管理条例》等法规，确保科研活动合法合规，维护数据安全与提供者权益。,/covers/130_b1a7a3cb.jpg,/videos/130_b1a7a3cb.mp4,2,18,1,177,98.63,1,1
2,科研数据保存与使用规范,本课程围绕高校科研诚信中的科学数据管理展开，详细讲解数据保存的法律要求、机构责任、保存期限与备份策略，以及数据使用时的授权、引用和真实性规范。课程强调原始数据的完整保存对学术交流、成果验证和科研创新的重要性，帮助教师建立规范的数据管理意识，防范科研失范风险。,/covers/131_44a887c8.jpg,/videos/131_44a887c8.mp4,1,14,1,160,92.56,1,1
2,科研数据保存与使用规范,本课程围绕高校科研诚信中的科学数据管理展开，详细讲解数据保存的法律要求、机构责任、保存期限与备份策略，以及数据使用时的授权、来源标注、真实性维护等规范。通过具体案例与领域差异分析，帮助高校教师掌握科研数据全流程管理要点，防范数据篡改、伪造等失范行为，提升科研工作的规范性与可信度。,/covers/132_f658b672.jpg,/videos/132_f658b672.mp4,1,14,1,160,92.56,1,1
2,科研数据保存与使用规范,本课程围绕高校科研诚信中的科学数据保存与使用规范展开，详细讲解数据保存的法律要求、机构责任、物理环境控制及不同领域保存期限差异。同时介绍数据使用的基本规范，包括授权使用、来源注明、真实性保障等原则，帮助高校教师掌握科研数据管理的核心要求，提升科研诚信实践能力。,/covers/133_560568b8.jpg,/videos/133_560568b8.mp4,1,14,1,160,92.55,1,1
2,科研写作中的知识产权基础,本课程针对高校教师在科研写作中涉及的知识产权问题，系统讲解知识产权的法律定义、性质特点及保护机制。内容涵盖知识产权作为无形财产、专有性、时间性、地域性等核心特征，帮助教师明确科研成果的权利归属与保护边界，提升科研诚信意识与法律素养。,/covers/134_787b11bf.jpg,/videos/134_787b11bf.mp4,1,12,1,154,91.04,1,1
2,论文发表与专利申请关系解析,本课程针对高校教师在科研诚信教育中的常见困惑，深入探讨论文发表与专利申请的先后顺序及其影响。通过分析专利法相关规定，解释先发表论文可能破坏专利新颖性的风险，以及宽限期适用条件，帮助科研工作者明确两者区别，避免因操作不当导致成果保护失效，提升科研规范意识。,/covers/135_af119874.jpg,/videos/135_af119874.mp4,2,15,1,160,93.46,1,1
2,科研写作中的著作权归属问题,本课程针对高校教师在科研写作中常见的著作权归属问题，系统讲解合作作品、汇编作品及职务作品的著作权认定标准与权利行使规则。通过案例分析，帮助教师明确科研合作中的知识产权边界，规范署名与成果分享，提升科研诚信意识与法律素养。,/covers/136_bd85f99b.jpg,/videos/136_bd85f99b.mp4,1,14,1,158,91.86,1,1
2,科研写作中的保密问题,本课程针对高校教师在科研论文写作中可能涉及的保密问题，系统讲解科技保密的重要性、常见泄密风险及防范措施。结合《中华人民共和国保守国家秘密法》相关规定，分析科研人员在成果发表、技术交流中如何平衡开放合作与保密义务，避免因疏忽导致技术泄露、经济损失或法律风险，提升科研人员的保密意识和合规写作能力。,/covers/137_3765fbbd.jpg,/videos/137_3765fbbd.mp4,1,13,1,158,92.05,1,1
5,学术规范与伦理基础课程,本课程深入探讨学术规范与伦理的核心概念，从道德、伦理与规范三个层面解析学术行为的底线要求。课程强调培养高校教师的学术风险防范意识，通过分析引证规范等具体案例，帮助教师理解学术规范在学风建设中的重要性，提升遵守学术规范的自觉性。,/covers/40_997f9217.jpg,/videos/40_997f9217.mp4,1,11,2,169,96.3,1,1
5,科研伦理与学术规范通识课程,本课程针对高校教师及研究生，系统讲解科研伦理与学术规范的基本原理与实践要求。课程强调科研伦理作为学术活动的道德准则，学术规范作为外在约束机制，两者相辅相成维护科学研究的严肃性和社会公信力。通过案例分析，帮助师生识别学术风险，培养底线意识，规范科研行为，防范学术不端，提升学术素养，促进科学事业健康发展。,/covers/41_93c84493.jpg,/videos/41_93c84493.mp4,1,13,2,167,95.21,1,1
5,学术规范的价值导向与伦理约束,本课程探讨学术规范应秉持求真、求善、求美的价值导向，强调科研活动需追求真理与造福人类。通过案例分析，说明学术规范在防止科研失范、促进科学发展中的作用，帮助高校教师理解学术伦理的重要性，并在科研实践中坚守诚信原则。,/covers/42_57bb7205.jpg,/videos/42_57bb7205.mp4,2,16,1,170,96.67,1,1
5,学术不端行为及其治理,本课程以汉星造假事件为例，深入剖析学术不端行为的内涵、发生机制及严重后果。通过真实案例分析，帮助高校教师理解学术不端行为的定义、表现形式及治理措施，提升学术规范意识，防范科研风险，维护学术诚信。,/covers/43_262fdaaf.jpg,/videos/43_262fdaaf.mp4,1,12,2,165,94.85,1,1
5,学术准则与科研行为规范,本课程深入探讨学术准则的内涵与重要性，明确科研工作者应遵守的基本行为规范。内容涵盖遵守法律法规、弘扬科学精神、严谨治学反对浮躁作风、公开公正开展公平竞争、相互尊重发扬学术民主等公认学术准则，帮助高校教师在实际科研活动中自觉遵守并维护学术诚信。,/covers/44_0a0cc7cf.jpg,/videos/44_0a0cc7cf.mp4,1,12,1,163,93.99,1,1
5,学术不端行为识别与防范,本课程聚焦高校教师学术规范教育，详细解析抄袭、剽窃、侵占他人学术成果等常见学术不端行为的表现形式与认定标准。通过典型案例分析，帮助教师准确识别学术不端行为，掌握《高等学校预防与处理学术不端行为办法》相关条款，提升学术道德意识与规范实践能力，维护学术诚信环境。,/covers/45_0937a853.jpg,/videos/45_0937a853.mp4,1,11,0,164,94.31,1,1
5,学术规范：避免抄袭与学术不端,本课程探讨高校教师如何避免抄袭与学术不端行为。从历史背景分析“天下文章一大抄”的错误观念，强调原创性在学术研究中的重要性。课程介绍学术规范要求、抄袭风险及后果，包括《高等学校预防与处理学术不端行为办法》相关规定。帮助教师树立底线意识，掌握独立写作方法，提升学术诚信与规范实践能力。,/covers/46_d719afe2.jpg,/videos/46_d719afe2.mp4,1,12,2,171,96.78,1,1
5,科研数据造假案例与学术规范,本课程聚焦高校教师科研数据造假问题，通过分析伪造科研数据、捏造事实等学术不端行为，结合具体案例（如江西某高校教师数据造假事件），阐述学术规范的重要性。课程旨在帮助教师理解科研数据真实性的基础作用，识别学术不端风险，强化科研诚信意识，促进学术研究的健康发展。,/covers/47_e8238d0d.jpg,/videos/47_e8238d0d.mp4,1,10,1,158,92.63,1,1
5,学术规范：识别与防范伪造注释行为,本课程聚焦高校教师学术研究中的伪造注释问题，通过案例分析讲解伪造注释的定义、表现形式及危害。课程详细解析了以转引冒充直接引用、将他人的翻译成果伪装成自己阅读原文等典型伪造行为，帮助教师识别学术不端风险，强化科研诚信意识，提升学术规范实践能力。,/covers/48_94d0add5.jpg,/videos/48_94d0add5.mp4,1,7,1,152,91.33,1,1
5,学术规范：防范虚假信息申报,本课程聚焦高校教师在课题、成果、奖励、职务及学位申请中提供虚假信息的学术不端行为。通过解读《高等学校预防与处理学术不端行为办法》相关条款，结合三个典型案例（如湖北某高校教师伪造论文署名、北京某研究所人员冒用他人成果等），分析虚假信息对评审公平性、科研秩序的危害，强调提供真实学术信息的重要性，帮助教师筑牢学术诚信底线。,/covers/49_cea7dc1e.jpg,/videos/49_cea7dc1e.mp4,1,9,2,154,91.79,1,1
5,学术成果规范与署名伦理,本课程聚焦高校教师学术规范中的关键问题，详细解析篡改他人学术成果、违规署名等学术不端行为的具体表现与认定标准。通过案例剖析，帮助教师理解学术成果的正当使用原则、署名权的合理行使，以及合作研究中贡献认定的规范要求，提升教师在科研活动中的伦理意识与合规实践能力。,/covers/410_573c5733.jpg,/videos/410_573c5733.mp4,2,10,1,161,94.85,1,1
5,学术规范：一稿多投与重复发表解析,本课程深入解析学术规范中的一稿多投、一稿多发和重复发表现象，明确三者概念区别与关联。通过案例分析，帮助高校教师识别科研发表中的失范行为，了解期刊编辑部的预防与处理措施，提升教师在自然科学与人文科学领域的学术诚信意识与规范实践能力。,/covers/411_9250bac5.jpg,/videos/411_9250bac5.mp4,2,10,1,160,94.54,1,1
5,学术不端行为界定与案例分析,本课程详细解读严重学术不端行为的六种具体情形，包括造成恶劣影响、利益输送、打击报复举报人、有组织实施、多次实施及其他严重后果。通过国内典型案例分析，帮助高校教师清晰识别学术不端行为边界，强化科研诚信意识，提升学术规范实践能力。,/covers/412_47b68fa6.jpg,/videos/412_47b68fa6.mp4,2,13,2,171,97.78,1,1
5,学术不端行为的危害与防范,本课程深入剖析学术不端行为的五大现实危害：浪费学术资源、逆向淘汰优秀学者、误导学生成长、损害科学公信力及破坏社会道德底线。通过具体案例解读，帮助高校教师认识学术不端对科研生态、人才培养和社会信任的深远影响，强化科研伦理意识，维护学术规范与师德师风。,/covers/413_ad088aa7.jpg,/videos/413_ad088aa7.mp4,2,12,1,164,95.39,1,1
5,学术不端预防与处理基本原则,本课程系统讲解预防与处理学术不端行为的四项基本原则：预防为主、教育与惩戒结合、正当程序、行为与责任相称。重点阐述教育预防在高校学术治理中的核心地位，包括完善学术评价体系、加强学术规范教育、建立监督机制等内容，帮助教师从源头上减少学术不端行为，营造风清气正的学术环境。,/covers/414_37cd13cf.jpg,/videos/414_37cd13cf.mp4,2,12,2,163,95.37,1,1
5,高校学术不端行为预防与处理,本课程围绕高校学术不端行为的预防与处理展开，重点讲解高等学校作为治理主体的职责与机制。内容涵盖学术不端行为的系统化治理、高校主体责任的法律依据、学术委员会的作用发挥，以及党委领导下的校长负责制在学术建设中的实践。旨在帮助高校教师理解学术规范，提升预防与处理学术不端行为的能力，促进学术诚信建设。,/covers/415_c750fc9c.jpg,/videos/415_c750fc9c.mp4,2,13,2,164,95.49,1,1
5,学术规范教育与预防措施,本课程聚焦高校教师学术规范教育，强调教育引导、案例警示与责任落实。内容涵盖学术不端行为的预防体系、监督机制及教师指导责任，旨在提升教师学术道德修养，引导学生遵守学术规范，营造风清气正的学术环境。,/covers/416_1a03017f.jpg,/videos/416_1a03017f.mp4,2,17,2,178,99.25,1,1
5,学术规范：避免抄袭与学术不端,本课程针对高校教师，深入探讨学术抄袭的历史文化根源及其危害，结合当前学术规范转型背景，分析抄袭行为的法律风险与处理后果。课程强调原创性写作的重要性，提供避免抄袭的实用方法，帮助教师树立底线意识，提升学术诚信素养，适应日益透明的学术环境。,/covers/417_d14777d2.jpg,/videos/417_d14777d2.mp4,1,12,2,171,96.85,1,1
5,导师职责与学术传承规范,本课程聚焦高校研究生导师的基本职责，重点讲解学术传承、培养规划等核心内容。基于《科学道德与学风建设学习参考大纲》，系统阐述导师在知识传授、方法指导、职业发展等方面的规范要求，帮助教师明确角色定位，提升师德师风素养。,/covers/418_167b2c7f.jpg,/videos/418_167b2c7f.mp4,1,15,2,166,94.52,1,1
5,师生互动中的学术规范与真理追求,本课程探讨高校师生关系中学术规范的重要性，强调学生在与导师互动时应坚持真理、独立思考。通过亚里士多德与柏拉图的案例，分析学术传承与批判性思维的关系，指出科研工作者应遵循求实精神，正确处理师生伦理与科学真理的双重关系，促进学术健康发展。,/covers/419_0473720a.jpg,/videos/419_0473720a.mp4,2,12,2,163,95.41,1,1
5,学术规范与师生关系危机,本课程探讨传统导师制在当代面临的挑战，分析学术不端行为对师生关系的冲击。通过真实案例剖析学术规范的重要性，帮助高校教师理解平等、法治背景下师生关系的重构，提升学术诚信意识与规范管理能力。,/covers/420_8069546a.jpg,/videos/420_8069546a.mp4,2,18,2,178,99.06,1,1
5,导师学生关系危机案例解析,课程通过分析多个高校导师与学生关系危机的真实案例，探讨学术规范背景下师生互动的伦理边界。内容涵盖学生举报、师生冲突等典型情境，强调教师应尊重学生人格、平等沟通，避免体罚辱骂等不当行为，同时引导学生通过合法途径解决矛盾，维护健康的学术环境。,/covers/421_8c961e22.jpg,/videos/421_8c961e22.mp4,2,16,2,174,98.18,1,1
5,科研合作中的学术规范与伦理,本课程探讨高校教师在科研活动中如何建立和谐的合作关系，强调坦诚交流、平等相待、学科交叉等原则，结合黄禹锡等案例警示合作中的学术不端风险，帮助教师正确处理同行合作，遵守职业道德，防止共同违规行为。,/covers/422_7e81a01e.jpg,/videos/422_7e81a01e.mp4,2,13,1,168,96.56,1,1
5,学术竞争与合作的师德规范,本课程探讨高校教师在学术活动中如何正确处理竞争关系，以达尔文与华莱士的案例说明学术竞争中应有的风范。强调学者在名利面前应保持谦逊，通过正当手段竞争，尊重他人贡献，以学品和人品赢得尊敬，推动科学发展。,/covers/423_98a5c162.jpg,/videos/423_98a5c162.mp4,1,10,2,165,95.21,1,1
5,高校教师同行评议规范与实践,本课程聚焦高校教师在同行评议中的职责与规范，涵盖评议原则、公正性要求、保密义务及国际标准。通过案例解析，帮助教师掌握客观、公正、及时的评议方法，避免偏见与利益冲突，提升学术评价质量与公信力。,/covers/424_c2fad77d.jpg,/videos/424_c2fad77d.mp4,2,13,2,163,95.19,1,1
5,科研伦理与公众责任,本课程探讨科研工作者与公众、资助者之间的伦理关系，基于科学精神特质（普遍主义、公有主义等），分析科研职业的荣誉性与公益性。内容涵盖科研伦理规范对不同利益群体的影响，公众信任的建立与维护，以及媒体环境下科学传播的责任。旨在帮助高校教师理解科研工作的社会责任，强化学术规范意识。,/covers/425_103a5314.jpg,/videos/425_103a5314.mp4,2,15,1,171,97.22,1,1
5,学术利益冲突与知识产权保护,本课程探讨高校教师在科研活动中面临的利益冲突问题，包括个人利益与职责利益的冲突、利益对科研客观性的影响，以及知识产权保护的重要性。通过案例分析，帮助教师识别和规避利益冲突，维护学术诚信与科研公正。,/covers/426_761fe251.jpg,/videos/426_761fe251.mp4,2,16,2,174,98.09,1,1
5,科研利益冲突识别与防范,本课程聚焦高校科研活动中的利益冲突问题，系统讲解经济、职责、人际关系等冲突类型及其对科研客观性的影响。通过案例分析，帮助教师识别利益冲突风险，掌握防范策略，坚守科研伦理准则，维护学术公正与公共利益。,/covers/427_c4c86a2d.jpg,/videos/427_c4c86a2d.mp4,2,20,1,180,99.09,1,1
5,高校科研利益冲突防范指南,本课程以美国科研机构利益冲突政策为案例，系统讲解高校教师在科研活动中如何识别、披露和处理利益冲突。内容涵盖利益冲突的定义、常见表现形式、政策制定背景及具体防范措施，帮助教师坚守科研伦理原则，确保研究活动的客观性和公正性。,/covers/428_7b57c0c0.jpg,/videos/428_7b57c0c0.mp4,2,12,1,153,93.63,1,1
